Year,Month,Airline,Passengers_domestic,Passengers_international,Passengers_total,Flights_domestic,Flights_international,Flights_total,RPM_domestic,RPM_international,RPM_total,ASM_domestic,ASM_internationl,ASM_total,LF_domestic,LF_international,LF_total
2007,10,American,"6,479,379","1,697,201","8,176,580","53,086","11,624","64,710","7,372,676","4,144,331","11,517,008","9,029,842","5,265,459","14,295,301",81.65,78.71,80.56
2007,11,American,"6,279,415","1,700,061","7,979,476","50,747","11,406","62,153","7,155,686","3,984,400","11,140,086","8,707,815","5,005,368","13,713,183",82.18,79.6,81.24
2007,12,American,"6,078,965","1,840,017","7,918,982","50,937","12,624","63,561","6,944,294","4,288,129","11,232,423","8,766,011","5,479,307","14,245,317",79.22,78.26,78.85
2008,1,American,"5,850,893","1,813,264","7,664,157","50,905","12,736","63,641","6,702,338","4,206,991","10,909,328","8,718,002","5,527,518","14,245,521",76.88,76.11,76.58
2008,2,American,"5,531,829","1,603,099","7,134,928","46,513","11,643","58,156","6,290,485","3,684,299","9,974,784","7,965,385","5,011,976","12,977,361",78.97,73.51,76.86
2008,3,American,"6,337,511","1,899,842","8,237,353","49,437","12,415","61,852","7,231,640","4,352,908","11,584,548","8,488,064","5,312,467","13,800,531",85.2,81.94,83.94
2008,4,American,"5,847,967","1,693,703","7,541,670","47,765","11,968","59,733","6,778,898","4,004,946","10,783,844","8,211,142","5,241,241","13,452,384",82.56,76.41,80.16
2008,5,American,"6,491,559","1,826,707","8,318,266","52,310","12,518","64,828","7,411,767","4,342,223","11,753,990","8,846,853","5,534,318","14,381,171",83.78,78.46,81.73
2008,6,American,"6,537,176","1,868,045","8,405,221","50,175","12,118","62,293","7,422,810","4,420,370","11,843,180","8,413,739","5,440,359","13,854,098",88.22,81.25,85.49
2008,7,American,"6,750,738","2,048,892","8,799,630","52,392","12,766","65,158","7,705,085","4,752,305","12,457,390","8,789,659","5,723,917","14,513,576",87.66,83.03,85.83
2008,8,American,"6,406,449","2,027,656","8,434,105","52,247","12,859","65,106","7,453,479","4,701,628","12,155,106","8,816,664","5,735,585","14,552,248",84.54,81.97,83.53
2008,9,American,"5,241,968","1,518,292","6,760,260","47,601","10,566","58,167","5,958,049","3,893,537","9,851,587","7,792,648","5,066,543","12,859,190",76.46,76.85,76.61
2008,10,American,"5,854,321","1,578,522","7,432,843","49,556","10,890","60,446","6,524,447","3,982,697","10,507,144","8,080,867","5,209,876","13,290,743",80.74,76.45,79.06
2008,11,American,"5,130,873","1,584,992","6,715,865","44,537","11,402","55,939","5,767,769","3,763,295","9,531,065","7,369,659","5,071,493","12,441,152",78.26,74.2,76.61
2008,12,American,"5,557,555","1,717,136","7,274,691","46,472","11,961","58,433","6,269,556","4,041,675","10,311,230","7,710,906","5,305,496","13,016,402",81.31,76.18,79.22
2009,1,American,"5,046,794","1,646,798","6,693,592","46,183","12,066","58,249","5,758,311","3,875,131","9,633,441","7,686,773","5,370,298","13,057,071",74.91,72.16,73.78
2009,2,American,"4,817,178","1,394,746","6,211,924","42,031","10,654","52,685","5,423,595","3,201,759","8,625,354","6,969,171","4,695,186","11,664,356",77.82,68.19,73.95
2009,3,American,"5,788,308","1,634,131","7,422,439","46,938","11,892","58,830","6,463,616","3,852,017","10,315,633","7,776,516","5,252,587","13,029,102",83.12,73.34,79.17
2009,4,American,"5,598,830","1,638,680","7,237,510","45,069","11,499","56,568","6,362,816","3,915,409","10,278,224","7,524,676","5,109,758","12,634,434",84.56,76.63,81.35
2009,5,American,"5,659,385","1,561,968","7,221,353","46,198","11,425","57,623","6,423,240","3,952,143","10,375,383","7,730,227","5,375,073","13,105,300",83.09,73.53,79.17
2009,6,American,"5,901,624","1,723,349","7,624,973","45,168","11,418","56,586","6,654,782","4,233,205","10,887,987","7,509,746","5,275,317","12,785,063",88.62,80.25,85.16
2009,7,American,"6,235,789","1,922,721","8,158,510","47,268","12,098","59,366","7,045,434","4,605,255","11,650,689","7,853,030","5,492,114","13,345,145",89.72,83.85,87.3
2009,8,American,"5,873,874","1,845,142","7,719,016","47,151","11,727","58,878","6,742,306","4,422,258","11,164,564","7,828,757","5,352,616","13,181,373",86.12,82.62,84.7
2009,9,American,"5,068,030","1,441,869","6,509,899","44,007","10,037","54,044","5,800,276","3,709,963","9,510,238","7,277,174","4,694,653","11,971,827",79.71,79.03,79.44
2009,10,American,"5,582,936","1,537,370","7,120,306","45,514","10,497","56,011","6,311,910","3,922,000","10,233,910","7,506,620","4,811,096","12,317,716",84.08,81.52,83.08
2009,11,American,"5,177,516","1,505,763","6,683,279","43,619","10,662","54,281","5,849,659","3,633,492","9,483,151","7,241,264","4,669,283","11,910,547",80.78,77.82,79.62
2009,12,American,"5,392,231","1,678,815","7,071,046","45,131","11,927","57,058","6,130,910","4,014,619","10,145,529","7,576,816","5,008,623","12,585,439",80.92,80.15,80.61
2010,1,American,"5,071,320","1,623,904","6,695,224","45,545","11,842","57,387","5,788,197","3,879,885","9,668,082","7,646,377","5,046,285","12,692,662",75.7,76.89,76.17
2010,2,American,"4,587,189","1,368,464","5,955,653","40,142","10,529","50,671","5,208,159","3,226,651","8,434,810","6,747,381","4,427,413","11,174,794",77.19,72.88,75.48
2010,3,American,"5,826,764","1,676,622","7,503,386","46,963","12,095","59,058","6,576,526","3,992,189","10,568,715","7,856,191","5,074,004","12,930,195",83.71,78.68,81.74
2010,4,American,"5,556,542","1,589,256","7,145,798","44,521","11,532","56,053","6,370,718","3,778,789","10,149,507","7,547,032","4,823,947","12,370,979",84.41,78.33,82.04
2010,5,American,"5,668,495","1,706,781","7,375,276","44,949","12,299","57,248","6,503,972","4,298,527","10,802,499","7,683,687","5,364,917","13,048,604",84.65,80.12,82.79
2010,6,American,"5,826,063","1,819,741","7,645,804","44,173","12,307","56,480","6,721,789","4,517,970","11,239,759","7,540,861","5,411,712","12,952,574",89.14,83.49,86.78
2010,7,American,"6,019,072","2,044,146","8,063,218","46,117","13,282","59,399","7,012,956","4,955,570","11,968,526","7,895,298","5,856,359","13,751,657",88.82,84.62,87.03
2010,8,American,"5,756,912","1,954,418","7,711,330","46,122","12,799","58,921","6,775,813","4,726,547","11,502,360","7,867,888","5,729,361","13,597,249",86.12,82.5,84.59
2010,9,American,"5,120,391","1,570,938","6,691,329","43,268","10,957","54,225","5,887,556","4,158,904","10,046,461","7,365,414","5,178,675","12,544,089",79.94,80.31,80.09
2010,10,American,"5,621,810","1,671,953","7,293,763","44,396","11,478","55,874","6,402,442","4,358,674","10,761,117","7,536,224","5,337,912","12,874,136",84.96,81.66,83.59
2010,11,American,"5,271,371","1,597,873","6,869,244","43,094","11,233","54,327","6,002,024","3,900,582","9,902,606","7,330,311","4,975,569","12,305,880",81.88,78.39,80.47
2010,12,American,"5,385,462","1,750,643","7,136,105","44,697","12,230","56,927","6,159,400","4,166,252","10,325,652","7,598,516","5,211,581","12,810,097",81.06,79.94,80.61
2011,1,American,"4,984,095","1,721,945","6,706,040","44,782","12,562","57,344","5,751,180","4,112,265","9,863,445","7,600,197","5,413,495","13,013,692",75.67,75.96,75.79
2011,2,American,"4,528,400","1,450,789","5,979,189","39,189","11,181","50,370","5,214,520","3,409,496","8,624,016","6,734,620","4,791,997","11,526,617",77.43,71.15,74.82
2011,3,American,"5,672,521","1,749,361","7,421,882","46,034","12,423","58,457","6,464,134","4,189,540","10,653,674","7,848,905","5,427,948","13,276,853",82.36,77.18,80.24
2011,4,American,"5,443,337","1,677,494","7,120,831","44,236","11,758","55,994","6,253,454","4,171,610","10,425,064","7,489,196","5,359,586","12,848,782",83.5,77.83,81.14
2011,5,American,"5,620,742","1,738,519","7,359,261","43,937","12,071","56,008","6,450,198","4,499,141","10,949,339","7,476,771","5,673,592","13,150,363",86.27,79.3,83.26
2011,6,American,"5,859,655","1,855,489","7,715,144","44,959","12,285","57,244","6,672,824","4,713,533","11,386,356","7,591,389","5,601,223","13,192,611",87.9,84.15,86.31
2011,7,American,"6,076,925","2,108,152","8,185,077","46,435","13,139","59,574","6,962,544","5,204,726","12,167,270","7,852,845","6,017,095","13,869,940",88.66,86.5,87.72
2011,8,American,"5,717,545","1,928,311","7,645,856","45,552","12,327","57,879","6,603,003","4,850,874","11,453,877","7,658,026","5,774,431","13,432,457",86.22,84.01,85.27
2011,9,American,"5,277,512","1,573,058","6,850,570","43,411","10,737","54,148","5,987,382","4,258,080","10,245,462","7,283,834","5,308,566","12,592,399",82.2,80.21,81.36
2011,10,American,"5,597,937","1,636,251","7,234,188","44,337","11,147","55,484","6,290,268","4,354,648","10,644,916","7,375,166","5,414,407","12,789,572",85.29,80.43,83.23
2011,11,American,"5,237,700","1,571,807","6,809,507","41,353","10,891","52,244","5,898,943","3,833,821","9,732,764","6,948,355","4,868,339","11,816,694",84.9,78.75,82.36
2011,12,American,"5,217,199","1,791,107","7,008,306","42,745","12,449","55,194","5,920,130","4,305,382","10,225,513","7,267,108","5,383,410","12,650,517",81.46,79.98,80.83
2012,1,American,"4,997,279","1,772,562","6,769,841","43,139","12,567","55,706","5,681,097","4,317,027","9,998,124","7,250,445","5,481,025","12,731,470",78.36,78.76,78.53
2012,2,American,"4,867,812","1,547,404","6,415,216","41,446","11,652","53,098","5,438,515","3,707,329","9,145,844","6,935,533","5,131,080","12,066,613",78.42,72.25,75.79
2012,3,American,"5,799,813","1,805,382","7,605,195","45,567","12,451","58,018","6,449,823","4,342,545","10,792,368","7,631,878","5,455,015","13,086,893",84.51,79.61,82.47
2012,4,American,"5,407,854","1,720,613","7,128,467","42,425","11,566","53,991","6,101,035","4,254,080","10,355,115","7,164,367","5,227,150","12,391,517",85.16,81.38,83.57
2012,5,American,"5,810,112","1,752,991","7,563,103","45,084","12,039","57,123","6,511,064","4,456,778","10,967,841","7,588,588","5,462,093","13,050,681",85.8,81.59,84.04
2012,6,American,"5,763,314","1,877,300","7,640,614","43,178","12,085","55,263","6,520,013","4,719,148","11,239,161","7,315,190","5,499,736","12,814,926",89.13,85.81,87.7
2012,7,American,"5,862,790","2,118,354","7,981,144","44,515","13,115","57,630","6,757,687","5,134,163","11,891,849","7,628,634","5,924,841","13,553,475",88.58,86.65,87.74
2012,8,American,"5,670,333","1,962,848","7,633,181","44,018","12,313","56,331","6,546,034","4,888,410","11,434,444","7,487,252","5,713,201","13,200,452",87.43,85.56,86.62
2012,9,American,"4,927,838","1,632,458","6,560,296","40,677","10,998","51,675","5,561,085","4,382,598","9,943,683","6,863,371","5,295,312","12,158,683",81.03,82.76,81.78
2012,10,American,"5,307,352","1,638,952","6,946,304","42,071","11,399","53,470","5,903,653","4,327,207","10,230,860","6,981,432","5,366,455","12,347,887",84.56,80.63,82.86
2012,11,American,"5,217,765","1,663,385","6,881,150","41,689","11,659","53,348","5,821,209","4,013,845","9,835,053","6,988,686","5,118,803","12,107,489",83.29,78.41,81.23
2012,12,American,"5,377,297","1,828,984","7,206,281","44,037","12,988","57,025","6,058,139","4,403,901","10,462,041","7,402,304","5,566,203","12,968,508",81.84,79.12,80.67
2013,1,American,"5,195,596","1,781,780","6,977,376","44,107","12,785","56,892","5,850,422","4,331,289","10,181,711","7,297,779","5,470,904","12,768,683",80.17,79.17,79.74
2013,2,American,"4,822,406","1,537,307","6,359,713","40,076","11,567","51,643","5,366,207","3,678,439","9,044,646","6,599,349","4,927,246","11,526,595",81.31,74.66,78.47
2013,3,American,"5,673,163","1,872,393","7,545,556","45,332","13,100","58,432","6,367,153","4,526,042","10,893,195","7,448,475","5,624,620","13,073,094",85.48,80.47,83.33
2013,4,American,"5,349,248","1,686,536","7,035,784","43,469","12,082","55,551","6,018,419","4,228,564","10,246,983","7,050,099","5,401,491","12,451,590",85.37,78.29,82.29
2013,5,American,"5,661,503","1,796,344","7,457,847","45,433","12,601","58,034","6,367,838","4,683,466","11,051,303","7,360,003","5,697,200","13,057,203",86.52,82.21,84.64
2013,6,American,"5,766,511","1,953,480","7,719,991","44,895","12,973","57,868","6,543,687","4,982,259","11,525,946","7,334,295","5,846,368","13,180,664",89.22,85.22,87.45
2013,7,American,"5,904,915","2,168,377","8,073,292","46,654","13,895","60,549","6,779,423","5,405,024","12,184,447","7,630,531","6,263,972","13,894,503",88.85,86.29,87.69
2013,8,American,"5,717,993","2,068,984","7,786,977","46,595","13,539","60,134","6,589,749","5,215,068","11,804,818","7,628,508","6,150,199","13,778,707",86.38,84.8,85.67
2013,9,American,"5,004,226","1,634,307","6,638,533","42,986","11,159","54,145","5,586,560","4,472,924","10,059,483","6,932,514","5,438,270","12,370,784",80.58,82.25,81.32
2013,10,American,"5,537,823","1,687,648","7,225,471","45,244","11,557","56,801","6,115,918","4,537,648","10,653,566","7,273,785","5,569,514","12,843,299",84.08,81.47,82.95
2013,11,American,"5,039,567","1,630,630","6,670,197","42,619","11,679","54,298","5,615,301","4,082,535","9,697,836","6,970,610","5,339,049","12,309,659",80.56,76.47,78.78
2013,12,American,"5,379,304","1,950,554","7,329,858","42,876","13,414","56,290","6,141,818","4,814,521","10,956,339","7,237,252","5,859,881","13,097,132",84.86,82.16,83.65
2014,1,American,"5,222,881","1,881,402","7,104,283","43,978","13,427","57,405","5,855,490","4,683,817","10,539,307","7,248,275","5,872,089","13,120,364",80.78,79.76,80.33
2014,2,American,"4,816,811","1,558,364","6,375,175","39,248","11,914","51,162","5,354,370","3,782,658","9,137,028","6,476,787","5,230,117","11,706,904",82.67,72.32,78.05
2014,3,American,"5,741,624","1,807,255","7,548,879","45,537","13,526","59,063","6,418,910","4,460,242","10,879,152","7,511,342","5,915,060","13,426,402",85.46,75.4,81.03
2014,4,American,"5,501,405","1,767,296","7,268,701","43,630","12,877","56,507","6,154,306","4,457,167","10,611,474","7,112,944","5,697,402","12,810,347",86.52,78.23,82.84
2014,5,American,"5,767,256","1,820,960","7,588,216","44,916","13,085","58,001","6,372,577","4,792,760","11,165,337","7,273,816","5,985,906","13,259,722",87.61,80.07,84.2
2014,6,American,"5,935,921","1,918,545","7,854,466","45,663","13,436","59,099","6,559,785","5,019,978","11,579,763","7,369,968","6,157,729","13,527,697",89.01,81.52,85.6
2014,7,American,"6,137,012","2,106,182","8,243,194","47,130","14,057","61,187","6,878,658","5,368,993","12,247,652","7,708,058","6,513,340","14,221,397",89.24,82.43,86.12
2014,8,American,"5,846,685","1,969,771","7,816,456","45,957","13,098","59,055","6,568,778","5,153,947","11,722,725","7,473,813","6,233,262","13,707,075",87.89,82.68,85.52
2014,9,American,"5,163,078","1,549,901","6,712,979","43,110","10,995","54,105","5,675,041","4,350,554","10,025,595","6,899,673","5,584,213","12,483,886",82.25,77.91,80.31
2014,10,American,"5,586,600","1,599,344","7,185,944","44,856","11,253","56,109","6,113,216","4,480,504","10,593,720","7,205,543","5,714,798","12,920,341",84.84,78.4,81.99
2014,11,American,"5,099,070","1,591,197","6,690,267","42,397","11,996","54,393","5,631,228","4,095,405","9,726,633","6,980,360","5,599,038","12,579,397",80.67,73.14,77.32
2014,12,American,"5,566,235","1,873,600","7,439,835","45,150","13,324","58,474","6,252,968","4,736,618","10,989,586","7,629,594","6,035,779","13,665,373",81.96,78.48,80.42
2015,1,American,"5,140,185","1,807,013","6,947,198","43,287","12,960","56,247","5,764,332","4,579,595","10,343,927","7,236,544","5,833,975","13,070,520",79.66,78.5,79.14
