Year,Month,Airline,Passengers_domestic,Passengers_international,Passengers_total,Flights_domestic,Flights_international,Flights_total,RPM_domestic,RPM_international,RPM_total,ASM_domestic,ASM_internationl,ASM_total,LF_domestic,LF_international,LF_total
2014,6,Southwest,"11,506,171",,"11,506,171","101,531",,"101,531","9,375,053",,"9,375,053","10,888,866",,"10,888,866",86.1,,86.1
2014,7,Southwest,"11,917,562","47,719","11,965,281","104,655",442,"105,097","9,903,006","62,864","9,965,870","11,415,306","83,468","11,498,774",86.75,75.32,86.67
2014,8,Southwest,"11,134,047","58,578","11,192,625","99,206",530,"99,736","8,996,119","69,745","9,065,864","10,513,731","88,661","10,602,392",85.57,78.67,85.51
2014,9,Southwest,"10,028,082","40,846","10,068,928","93,765",510,"94,275","7,840,581","48,423","7,889,004","9,719,895","82,735","9,802,630",80.67,58.53,80.48
2014,10,Southwest,"10,953,878","58,677","11,012,555","98,651",585,"99,236","8,536,349","71,796","8,608,145","10,261,948","98,281","10,360,229",83.18,73.05,83.09
2014,11,Southwest,"10,417,562","133,868","10,551,430","95,105","1,384","96,489","8,150,602","176,475","8,327,077","10,111,999","258,814","10,370,812",80.6,68.19,80.29
2014,12,Southwest,"11,250,167","160,079","11,410,246","100,173","1,448","101,621","8,865,616","210,899","9,076,515","10,680,966","271,549","10,952,515",83,77.67,82.87
2015,1,Southwest,"9,891,576","144,812","10,036,388","98,417","1,354","99,771","7,853,823","194,339","8,048,161","10,443,050","266,530","10,709,581",75.21,72.91,75.15
2015,2,Southwest,"9,402,954","132,499","9,535,453","86,840","1,198","88,038","7,391,116","181,189","7,572,305","9,235,471","239,307","9,474,778",80.03,75.71,79.92
2015,3,Southwest,"12,354,567","172,407","12,526,974","107,279","1,484","108,763","10,002,601","238,064","10,240,665","11,810,347","303,470","12,113,817",84.69,78.45,84.54
2015,4,Southwest,"12,021,031","174,921","12,195,952","106,012","1,566","107,578","9,658,927","239,785","9,898,712","11,596,962","315,043","11,912,005",83.29,76.11,83.1
2015,5,Southwest,"12,380,510","185,320","12,565,830","107,039","1,654","108,693","9,951,419","251,345","10,202,764","11,758,717","330,125","12,088,842",84.63,76.14,84.4
2015,6,Southwest,"12,694,097","214,405","12,908,502","108,308","1,730","110,038","10,471,378","286,425","10,757,802","12,138,086","338,141","12,476,227",86.27,84.71,86.23
2015,7,Southwest,"13,387,625","240,868","13,628,493","113,184","1,832","115,016","11,183,337","320,220","11,503,557","12,765,655","355,605","13,121,260",87.6,90.05,87.67
2015,8,Southwest,"12,435,731","165,262","12,600,993","107,499","1,318","108,817","10,119,603","223,234","10,342,837","11,848,731","257,488","12,106,218",85.41,86.7,85.43
2015,9,Southwest,"11,424,637","111,647","11,536,284","100,390","1,076","101,466","9,056,493","150,680","9,207,172","10,923,961","209,913","11,133,874",82.9,71.78,82.7
2015,10,Southwest,"12,373,023","154,322","12,527,345","104,306","1,383","105,689","9,763,638","200,295","9,963,933","11,341,971","257,419","11,599,390",86.08,77.81,85.9
2015,11,Southwest,"11,917,933","223,425","12,141,358","103,214","2,065","105,279","9,456,179","287,385","9,743,563","11,326,383","381,025","11,707,407",83.49,75.42,83.23
2015,12,Southwest,"12,123,894","247,140","12,371,034","106,071","2,136","108,207","9,703,212","318,095","10,021,307","11,673,617","395,060","12,068,677",83.12,80.52,83.04
2016,1,Southwest,"10,695,153","228,953","10,924,106","101,623","2,037","103,660","8,645,750","296,358","8,942,108","11,171,074","373,974","11,545,049",77.39,79.25,77.45
2016,2,Southwest,"10,378,380","212,516","10,590,896","95,924","1,900","97,824","8,314,830","276,736","8,591,565","10,522,028","349,052","10,871,080",79.02,79.28,79.03
2016,3,Southwest,"12,862,493","250,946","13,113,439","110,884","2,167","113,051","10,551,170","324,255","10,875,425","12,456,087","397,051","12,853,138",84.71,81.67,84.61
2016,4,Southwest,"12,366,059","240,153","12,606,212","107,047","2,172","109,219","10,045,417","313,645","10,359,062","12,021,456","404,577","12,426,033",83.56,77.52,83.37
2016,5,Southwest,"12,996,806","252,134","13,248,940","109,593","2,208","111,801","10,532,532","326,752","10,859,284","12,236,821","413,159","12,649,980",86.07,79.09,85.84
2016,6,Southwest,"13,333,765","290,244","13,624,009","111,163","2,266","113,429","11,109,937","380,200","11,490,137","12,714,882","435,094","13,149,976",87.38,87.38,87.38
2016,7,Southwest,"13,307,476","322,529","13,630,005","112,228","2,389","114,617","11,242,391","423,659","11,666,051","12,958,265","461,131","13,419,396",86.76,91.87,86.93
2016,8,Southwest,"12,690,000","229,768","12,919,768","110,391","1,874","112,265","10,423,658","288,192","10,711,851","12,324,002","341,341","12,665,342",84.58,84.43,84.58
2016,9,Southwest,"12,132,315","170,649","12,302,964","103,890","1,645","105,535","9,733,181","205,685","9,938,867","11,509,627","287,857","11,797,485",84.57,71.45,84.25
2016,10,Southwest,"12,821,619","192,548","13,014,167","107,429","1,686","109,115","10,245,380","232,762","10,478,142","11,931,399","296,064","12,227,463",85.87,78.62,85.69
2016,11,Southwest,"12,689,307","231,216","12,920,523","106,840","2,018","108,858","10,157,213","285,862","10,443,076","11,919,554","354,702","12,274,256",85.21,80.59,85.08
2016,12,Southwest,"12,547,225","298,023","12,845,248","109,111","2,654","111,765","10,083,870","361,830","10,445,700","12,191,400","454,646","12,646,046",82.71,79.58,82.6
2017,1,Southwest,"11,037,315","287,068","11,324,383","105,683","2,754","108,437","9,007,205","345,733","9,352,938","11,799,123","466,562","12,265,685",76.34,74.1,76.25
2017,2,Southwest,"10,406,350","256,495","10,662,845","94,593","2,563","97,156","8,373,485","314,571","8,688,056","10,561,828","435,886","10,997,714",79.28,72.17,79
2017,3,Southwest,"13,268,282","322,840","13,591,122","113,188","3,007","116,195","10,904,961","395,525","11,300,486","12,918,338","518,867","13,437,205",84.41,76.23,84.1
2017,4,Southwest,"13,121,976","338,689","13,460,665","111,547","2,975","114,522","10,816,086","414,526","11,230,612","12,855,438","514,622","13,370,060",84.14,80.55,84
2017,5,Southwest,"13,381,479","324,511","13,705,990","112,875","2,827","115,702","10,854,325","378,369","11,232,694","12,690,399","467,743","13,158,142",85.53,80.89,85.37
2017,6,Southwest,"13,873,458","396,820","14,270,278","114,364","3,233","117,597","11,466,613","453,734","11,920,347","13,108,705","535,193","13,643,897",87.47,84.78,87.37
2017,7,Southwest,"14,194,967","455,923","14,650,890","117,416","3,452","120,868","11,845,160","517,126","12,362,286","13,588,081","573,383","14,161,464",87.17,90.19,87.3
2017,8,Southwest,"13,316,907","339,988","13,656,895","113,076","2,761","115,837","10,907,849","369,114","11,276,963","12,849,101","432,363","13,281,464",84.89,85.37,84.91
2017,9,Southwest,"11,730,577","194,527","11,925,104","102,352","2,027","104,379","9,279,577","210,271","9,489,847","11,307,257","303,773","11,611,030",82.07,69.22,81.73
2017,10,Southwest,"13,249,770","251,680","13,501,450","109,710","2,337","112,047","10,412,685","266,580","10,679,266","12,093,077","348,083","12,441,160",86.1,76.59,85.84
2017,11,Southwest,"13,253,765","329,377","13,583,142","108,647","3,043","111,690","10,445,556","352,099","10,797,654","12,122,301","455,617","12,577,917",86.17,77.28,85.85
2017,12,Southwest,"12,974,166","370,007","13,344,173","110,122","3,329","113,451","10,314,253","399,394","10,713,647","12,365,084","503,344","12,868,428",83.41,79.35,83.26
2018,1,Southwest,"11,656,512","341,918","11,998,430","107,342","3,167","110,509","9,358,843","367,678","9,726,521","12,023,862","474,821","12,498,684",77.84,77.44,77.82
2018,2,Southwest,"10,920,661","306,799","11,227,460","95,101","2,858","97,959","8,661,391","333,253","8,994,644","10,675,372","429,291","11,104,663",81.13,77.63,81
2018,3,Southwest,"13,899,027","418,183","14,317,210","114,249","3,498","117,747","11,267,619","451,532","11,719,151","13,227,223","536,701","13,763,924",85.19,84.13,85.14
2018,4,Southwest,"13,396,982","384,454","13,781,436","113,030","3,332","116,362","10,794,650","407,556","11,202,206","13,072,513","498,238","13,570,751",82.58,81.8,82.55
2018,5,Southwest,"14,040,465","391,809","14,432,274","115,644","3,380","119,024","11,300,151","405,685","11,705,836","13,344,690","496,360","13,841,049",84.68,81.73,84.57
2018,6,Southwest,"14,252,320","464,704","14,717,024","114,987","3,551","118,538","11,739,575","495,522","12,235,097","13,512,464","568,527","14,080,992",86.88,87.16,86.89
2018,7,Southwest,"14,456,159","505,249","14,961,408","118,350","3,680","122,030","12,079,916","537,122","12,617,038","14,018,889","597,961","14,616,850",86.17,89.83,86.32
2018,8,Southwest,"13,593,160","373,424","13,966,584","113,914","2,958","116,872","11,053,578","365,233","11,418,812","13,124,192","423,617","13,547,810",84.22,86.22,84.29
2018,9,Southwest,"12,231,041","265,385","12,496,426","106,109","2,543","108,652","9,732,239","256,958","9,989,197","12,060,187","345,379","12,405,565",80.7,74.4,80.52
2018,10,Southwest,"13,766,257","308,342","14,074,599","114,189","2,627","116,816","11,012,373","308,524","11,320,896","13,025,413","378,760","13,404,172",84.55,81.46,84.46
2018,11,Southwest,"13,627,166","386,053","14,013,219","111,427","3,298","114,725","10,924,229","402,157","11,326,386","12,907,330","492,283","13,399,613",84.64,81.69,84.53
2018,12,Southwest,"13,205,219","414,310","13,619,529","112,255","3,533","115,788","10,630,955","438,837","11,069,792","13,027,186","537,149","13,564,335",81.61,81.7,81.61
2019,1,Southwest,"11,610,803","379,326","11,990,129","107,469","3,233","110,702","9,331,410","391,435","9,722,845","12,274,356","482,524","12,756,880",76.02,81.12,76.22
2019,2,Southwest,"11,053,351","330,930","11,384,281","95,150","2,811","97,961","8,799,337","345,004","9,144,341","10,890,681","423,975","11,314,656",80.8,81.37,80.82
2019,3,Southwest,"13,990,024","448,485","14,438,509","114,234","3,491","117,725","11,354,237","483,417","11,837,654","13,253,090","561,624","13,814,713",85.67,86.07,85.69
2019,4,Southwest,"13,359,857","378,733","13,738,590","110,976","3,089","114,065","10,781,770","398,874","11,180,644","12,696,499","476,470","13,172,969",84.92,83.71,84.88
2019,5,Southwest,"14,024,988","394,631","14,419,619","114,073","3,119","117,192","11,242,873","410,864","11,653,737","13,000,402","471,396","13,471,798",86.48,87.16,86.5
2019,6,Southwest,"14,001,624","408,771","14,410,395","113,303","3,124","116,427","11,267,874","426,593","11,694,467","12,864,150","477,215","13,341,365",87.59,89.39,87.66
2019,7,Southwest,"14,271,326","412,142","14,683,468","118,067","3,158","121,225","11,521,773","421,658","11,943,431","13,435,239","479,797","13,915,036",85.76,87.88,85.83
2019,8,Southwest,"13,520,089","296,383","13,816,472","115,215","2,351","117,566","10,737,030","286,232","11,023,262","12,883,141","335,077","13,218,218",83.34,85.42,83.39
2019,9,Southwest,"12,394,694","203,532","12,598,226","107,616","1,828","109,444","9,727,704","195,365","9,923,069","11,999,134","247,578","12,246,711",81.07,78.91,81.03
2019,10,Southwest,"13,752,707","255,690","14,008,397","115,220","2,217","117,437","10,832,772","251,380","11,084,152","12,916,539","307,580","13,224,118",83.87,81.73,83.82
2019,11,Southwest,"12,697,679","355,189","13,052,868","108,260","3,069","111,329","10,218,592","368,443","10,587,035","12,588,374","464,259","13,052,633",81.17,79.36,81.11
2019,12,Southwest,"13,741,387","398,670","14,140,057","113,415","3,234","116,649","11,136,248","417,739","11,553,987","13,235,390","493,703","13,729,093",84.14,84.61,84.16
2020,1,Southwest,"11,576,961","301,516","11,878,477","107,976","2,522","110,498","9,201,541","300,255","9,501,796","12,035,796","355,977","12,391,774",76.45,84.35,76.68
2020,2,Southwest,"11,205,802","277,625","11,483,427","100,564","2,319","102,883","8,817,041","279,467","9,096,508","11,183,564","326,854","11,510,418",78.84,85.5,79.03
2020,3,Southwest,"6,216,128","200,672","6,416,800","96,883","2,127","99,010","5,129,143","208,252","5,337,395","11,134,969","313,631","11,448,601",46.06,66.4,46.62
2020,4,Southwest,"515,728",,"515,728","45,679",0,"45,679","428,449",0,"428,449","5,489,390",0,"5,489,390",7.81,,7.81
2020,5,Southwest,"3,672,384",,"3,672,384","85,392",,"85,392","2,919,300",,"2,919,300","9,754,388",,"9,754,388",29.93,,29.93
2020,6,Southwest,"4,637,817",,"4,637,817","64,713",,"64,713","3,726,559",,"3,726,559","7,521,825",,"7,521,825",49.54,,49.54
2020,7,Southwest,"5,078,480","41,048","5,119,528","82,279",663,"82,942","4,023,541","45,769","4,069,310","9,442,501","105,256","9,547,757",42.61,43.48,42.62
2020,8,Southwest,"5,066,500","46,434","5,112,934","83,915",604,"84,519","4,015,636","51,834","4,067,470","9,532,175","97,581","9,629,756",42.13,53.12,42.24
2020,9,Southwest,"4,786,829","45,171","4,832,000","63,044",600,"63,644","3,701,703","50,314","3,752,017","7,191,332","96,321","7,287,653",51.47,52.24,51.48
2020,10,Southwest,"5,157,309","64,498","5,221,807","63,933",822,"64,755","3,977,710","69,098","4,046,808","7,266,101","142,278","7,408,379",54.74,48.57,54.62
2020,11,Southwest,"4,957,022","88,231","5,045,253","69,909","1,295","71,204","3,983,342","99,086","4,082,428","8,315,720","222,956","8,538,676",47.9,44.44,47.81
2020,12,Southwest,"5,565,122","120,151","5,685,273","63,752","1,243","64,995","4,523,754","131,941","4,655,694","7,600,622","209,285","7,809,907",59.52,63.04,59.61
2021,1,Southwest,"4,683,392","100,464","4,783,856","60,668","1,187","61,855","3,832,821","112,678","3,945,499","7,184,778","202,831","7,387,609",53.35,55.55,53.41
2021,2,Southwest,"4,623,918","72,250","4,696,168","48,965","1,015","49,980","3,720,636","83,126","3,803,762","5,779,580","173,762","5,953,342",64.38,47.84,63.89
2021,3,Southwest,"8,284,478","162,584","8,447,062","78,908","1,658","80,566","6,935,011","191,925","7,126,936","9,521,867","284,956","9,806,822",72.83,67.35,72.67
2021,4,Southwest,"9,279,377","202,039","9,481,416","79,887","1,869","81,756","7,688,861","240,890","7,929,751","9,722,089","320,234","10,042,324",79.09,75.22,78.96
2021,5,Southwest,"10,776,857","246,374","11,023,231","87,256","2,010","89,266","8,902,231","290,929","9,193,160","10,671,145","342,925","11,014,070",83.42,84.84,83.47
2021,6,Southwest,"12,004,580","276,661","12,281,241","95,661","2,135","97,796","10,233,967","333,690","10,567,657","11,987,009","372,229","12,359,237",85.38,89.65,85.5
2021,7,Southwest,"13,236,682","299,845","13,536,527","102,636","2,347","104,983","11,374,043","366,261","11,740,304","13,045,862","413,068","13,458,930",87.19,88.67,87.23
2021,8,Southwest,"11,867,179","262,795","12,129,974","101,349","2,300","103,649","10,197,217","323,881","10,521,098","12,866,566","405,831","13,272,397",79.25,79.81,79.27
2021,9,Southwest,"10,689,330","177,996","10,867,326","95,447","1,676","97,123","8,812,143","212,269","9,024,412","11,734,042","291,138","12,025,179",75.1,72.91,75.05
2021,10,Southwest,"11,893,274","218,339","12,111,613","99,479","1,896","101,375","9,746,675","250,158","9,996,833","12,099,138","315,154","12,414,292",80.56,79.38,80.53
2021,11,Southwest,"11,775,524","263,223","12,038,747","97,016","2,236","99,252","9,602,141","299,170","9,901,311","11,772,206","375,954","12,148,160",81.57,79.58,81.5
2021,12,Southwest,"11,584,666","281,780","11,866,446","96,436","2,417","98,853","9,501,404","313,991","9,815,394","11,725,503","402,234","12,127,738",81.03,78.06,80.93
2022,1,Southwest,"8,831,404","240,534","9,071,938","91,104","2,430","93,534","7,420,093","269,124","7,689,218","10,898,481","395,330","11,293,811",68.08,68.08,68.08
2022,2,Southwest,"9,714,435","254,023","9,968,458","87,312","2,199","89,511","7,922,699","282,082","8,204,781","10,239,191","348,663","10,587,854",77.38,80.9,77.49
2022,3,Southwest,"12,616,011","348,955","12,964,966","101,908","2,797","104,705","10,203,090","385,965","10,589,054","12,055,051","447,464","12,502,515",84.64,86.26,84.7
2022,4,Southwest,"12,652,929","341,907","12,994,836","101,231","2,672","103,903","9,957,726","383,826","10,341,552","11,538,467","438,655","11,977,122",86.3,87.5,86.34
2022,5,Southwest,"13,593,734","333,087","13,926,821","107,479","2,638","110,117","10,602,307","358,142","10,960,449","12,240,799","414,243","12,655,042",86.61,86.46,86.61
2022,6,Southwest,"13,986,406","375,556","14,361,962","109,962","2,866","112,828","10,820,026","401,647","11,221,673","12,246,902","443,478","12,690,380",88.35,90.57,88.43
2022,7,Southwest,"14,678,010","413,535","15,091,545","116,380","3,088","119,468","11,266,057","440,417","11,706,474","12,932,602","478,366","13,410,968",87.11,92.07,87.29
2022,8,Southwest,"13,895,671","392,336","14,288,007","116,100","3,016","119,116","10,806,468","418,780","11,225,248","12,853,894","469,888","13,323,782",84.07,89.12,84.25
2022,9,Southwest,"13,530,501","246,984","13,777,485","110,677","1,953","112,630","10,357,475","245,229","10,602,704","12,253,774","283,480","12,537,254",84.52,86.51,84.57
2022,10,Southwest,"14,535,484","264,520","14,800,004","115,495","2,012","117,507","11,074,559","257,369","11,331,928","12,803,279","282,510","13,085,788",86.5,91.1,86.6
2022,11,Southwest,"13,478,980","311,176","13,790,156","110,376","2,432","112,808","10,260,992","314,202","10,575,194","12,312,802","356,302","12,669,103",83.34,88.18,83.47
2022,12,Southwest,"11,622,488","323,387","11,945,875","99,439","2,646","102,085","9,065,292","331,736","9,397,028","11,341,218","394,388","11,735,607",79.93,84.11,80.07
2023,1,Southwest,"11,420,196","338,585","11,758,781","109,522","2,568","112,090","8,933,012","350,314","9,283,326","12,230,611","389,073","12,619,683",73.04,90.04,73.56
2023,2,Southwest,"11,218,919","311,659","11,530,578","99,490","2,333","101,823","8,623,827","325,237","8,949,064","11,148,491","358,417","11,506,907",77.35,90.74,77.77
2023,3,Southwest,"13,965,237","411,101","14,376,338","117,146","3,060","120,206","10,866,627","448,171","11,314,798","13,439,319","496,706","13,936,025",80.86,90.23,81.19
2023,4,Southwest,"13,858,701","396,291","14,254,992","115,021","2,922","117,943","10,882,180","434,007","11,316,187","13,298,021","485,501","13,783,522",81.83,89.39,82.1
2023,5,Southwest,"14,770,125","368,407","15,138,532","122,195","2,766","124,961","11,547,214","389,025","11,936,239","14,044,070","447,036","14,491,106",82.22,87.02,82.37
2023,6,Southwest,"14,947,410","445,574","15,392,984","119,055","3,126","122,181","11,769,004","484,565","12,253,568","13,772,951","532,403","14,305,354",85.45,91.01,85.66
2023,7,Southwest,"15,490,758","490,191","15,980,949","125,792","3,380","129,172","12,400,518","537,324","12,937,842","14,760,611","586,580","15,347,191",84.01,91.6,84.3
2023,8,Southwest,"14,129,272","352,166","14,481,438","123,980","2,603","126,583","11,223,652","375,456","11,599,108","14,504,836","432,378","14,937,214",77.38,86.84,77.65
2023,9,Southwest,"13,914,429","221,382","14,135,811","117,481","1,688","119,169","10,873,128","215,047","11,088,175","13,641,678","243,962","13,885,640",79.71,88.15,79.85
2023,10,Southwest,"15,386,989","260,760","15,647,749","128,449","1,986","130,435","12,126,332","260,347","12,386,679","15,052,518","291,817","15,344,335",80.56,89.22,80.72
2023,11,Southwest,"14,192,860","316,474","14,509,334","122,314","2,552","124,866","11,167,038","324,110","11,491,148","14,367,813","384,199","14,752,012",77.72,84.36,77.9
2023,12,Southwest,"14,261,152","348,177","14,609,329","127,176","2,814","129,990","11,340,689","362,563","11,703,252","14,989,303","428,796","15,418,099",75.66,84.55,75.91
2024,1,Southwest,"12,151,054","351,548","12,502,602","112,070","2,663","114,733","9,789,892","372,845","10,162,737","13,223,722","432,507","13,656,229",74.03,86.21,74.42
2024,2,Southwest,"12,188,470","337,638","12,526,108","104,912","2,526","107,438","9,663,352","365,671","10,029,023","12,429,956","419,462","12,849,418",77.74,87.18,78.05
2024,3,Southwest,"15,387,158","480,742","15,867,900","124,393","3,410","127,803","12,357,044","539,394","12,896,438","15,134,450","608,761","15,743,211",81.65,88.61,81.92
2024,4,Southwest,"14,559,450","386,002","14,945,452","120,313","2,950","123,263","11,531,973","428,495","11,960,468","14,529,168","507,885","15,037,052",79.37,84.37,79.54
